City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
506,Ponerihouen,NC,78.12,few clouds,-21.0833,165.4,Camping de Tiakan
513,Itarema,BR,76.75,light rain,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
518,Bonthe,SL,80.67,few clouds,7.5264,-12.505,Bonthe Holiday Village
523,Luganville,VU,82.69,scattered clouds,-15.5333,167.1667,The Espiritu Hotel
526,Kismayo,SO,78.64,moderate rain,-0.3582,42.5454,Agan-Hotel
527,Zhuhai,CN,78.85,few clouds,22.2769,113.5678,珠海粤财假日酒店
536,Kuching,MY,79.02,few clouds,1.55,110.3333,Hilton Kuching
538,Lakatoro,VU,83.12,clear sky,-16.0999,167.4164,Lakatoro Palm Lodge
541,Bairiki,KI,80.56,overcast clouds,1.3292,172.9752,Tarawa Boutique Hotel
545,Candelaria,PH,84.38,scattered clouds,13.9311,121.4233,Casa de Provincia
546,Ixtapa,MX,78.22,few clouds,20.7,-105.2,hotel la terminal
549,Dingle,PH,84.0,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
551,Itupiranga,BR,75.16,broken clouds,-5.1347,-49.3267,Hotel Panorama
553,Pinotepa De Don Luis,MX,83.93,clear sky,16.4167,-97.9167,
554,Dallas,US,85.78,few clouds,32.7668,-96.7836,"Hotel Indigo Dallas Downtown, an IHG Hotel"
557,Atar,MR,85.57,clear sky,20.5169,-13.0499,Oumou Elghoura
558,Matara,LK,79.97,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
562,Hambantota,LK,79.66,overcast clouds,6.1241,81.1185,Bungalow 63
564,Aguada De Pasajeros,CU,80.92,moderate rain,22.385,-80.8508,El Bosque
565,Austin,US,94.77,clear sky,30.2672,-97.7431,The Driskill - In the Unbound Collection by Hyatt
567,Grand-Lahou,CI,79.74,moderate rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
569,Mae Sot,TH,76.95,light rain,16.7167,98.5667,Suan Darb Porn Resort (บ้านสวนดาบพรรีสอร์ท)
571,Dundwaraganj,IN,85.32,clear sky,27.7333,78.95,Z S palace
573,Bandarbeyla,SO,80.67,scattered clouds,9.4942,50.8122,JABIR HOTEL
579,Cairns,AU,85.1,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
582,Jand,PK,80.26,clear sky,33.4299,72.0193,Mohalla Takia
583,Bambanglipuro,ID,79.0,broken clouds,-7.95,110.2833,Puri Brata
585,Wanning,CN,78.62,overcast clouds,18.8003,110.3967,Paradise Hotel
587,Lethem,GY,78.87,light rain,3.3803,-59.7968,Savannah Inn
588,Kupang,ID,82.56,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
590,Kloulklubed,PW,81.1,broken clouds,7.0419,134.2556,Storyboard Beach Resort
591,Sangin,AF,77.32,clear sky,32.0728,64.8359,
595,Kailua,US,82.38,overcast clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
601,Anito,PH,82.58,scattered clouds,12.4497,125.2886,FELIPA LAODENIO PROPERTY
603,Mareeba,AU,80.47,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
604,Nanchong,CN,78.66,clear sky,30.7951,106.0847,Marine Una Century Hotel
610,Nargana,PA,79.39,overcast clouds,9.4428,-78.5906,Dubbir
612,Pangkalanbuun,ID,77.99,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
613,Bam,IR,78.19,few clouds,29.106,58.357,Bam Tourist Hotel
625,Amuntai,ID,76.87,broken clouds,-2.4177,115.2494,Hotel Balqis
628,Meulaboh,ID,76.89,moderate rain,4.1363,96.1285,Kost Pria
631,Sompeta,IN,80.62,scattered clouds,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
633,Panaba,MX,90.12,scattered clouds,21.2833,-88.2667,Hotel California
635,Bahia Honda,CU,79.48,scattered clouds,22.9036,-83.1592,Casa Gualberto - Deysi
637,Atambua,ID,79.07,scattered clouds,-9.1061,124.8925,Kost Alfa Flat
644,Port Hueneme,US,83.46,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
645,Barabai,ID,77.61,broken clouds,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
656,Sundargarh,IN,76.48,clear sky,22.1167,84.0333,Sankara City
657,Linguere,SN,85.93,clear sky,15.3953,-15.1193,AYO Casablanca
659,Soyo,AO,77.43,broken clouds,-6.1349,12.3689,Hotel Mpampa
662,Koungou,YT,78.51,clear sky,-12.7336,45.2042,Villa Netibor
665,Oriximina,BR,75.88,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
668,Pringsewu,ID,76.05,overcast clouds,-5.3582,104.9744,Urban Style by Front One
673,Cayenne,GF,78.1,light rain,4.9333,-52.3333,Hôtel Le Dronmi
677,Narwar,IN,84.33,broken clouds,25.65,77.9,हनुमान मन्दिर
681,Benguela,AO,76.66,broken clouds,-12.5763,13.4055,Hotel Praia Morena
683,Wajir,KE,76.14,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
684,Kerema,PG,84.02,broken clouds,-7.9631,145.7785,Frena Lodge
686,Karratha,AU,76.41,clear sky,-20.7377,116.8463,ibis Styles Karratha
689,Champerico,GT,90.14,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
691,Tutoia,BR,77.77,overcast clouds,-2.7619,-42.2744,Pousada Guará's
692,Kandrian,PG,85.51,light rain,-6.2167,149.55,Kandrian Station
694,Gidam,IN,76.53,broken clouds,18.9833,81.4,सागर
697,Mayumba,GA,78.19,overcast clouds,-3.432,10.6554,LIKWALE LODGE
698,Oussouye,SN,77.18,clear sky,12.485,-16.5469,Auberge du Routard
699,Oussouye,SN,77.18,clear sky,12.485,-16.5469,Auberge du Routard
